Reason(s),P/F
Bus Bar Protection Operated due to no line available for power evacuation,F
Loss of evacuation path due to tripping of 400kV Tehri-Koteshwar Ckt-1 & 2.,F
Loss of evacuation path due to tripping of 400kV Tehri-Koteshwar Ckt-1 & 2.,F
Loss of evacuation path due to tripping of 400kV Tehri-Koteshwar Ckt-1 & 2.,F
Loss of evacuation path due to tripping of 400kV Tehri-Koteshwar Ckt-1 & 2.,F
Annual Maintenance  & River joining work for commissioning of Tehri PSP.,P
Annual Maintenance  & River joining work for commissioning of Tehri PSP.,P
Annual Maintenance  & River joining work for commissioning of Tehri PSP.,P
Annual Maintenance  & River joining work for commissioning of Tehri PSP.,P
 Tripped due to maloperation of fire-fighting system.,F
Annual Maintenance ,P
Annual Maintenance . Major maintenance of Unit-3 (from 22.04.2025 to 22.05.2025).,P
Annual Maintenance ,P
Loss of evacuation path Loss of Evacuation path,F
Loss of evacuation path Loss of evacuation path,F
Loss of evacuation path Loss of evacuation path,F
Annual Maintenance ,P
 Due to low head.,F
 PSP Unit taken out (earlier running in Pumping mode). Later Tehri HEP units were synchronised from 1300 hrs onwards.,F
Oil Leakage . Oil Leakage in GOPU (governor oil pressure unit),F
 Due to Communication failure in SPMAX System (Specific Power Maximum).,F
 Tripped due to Rotor over frequency,F
 Tripping due to disturbance in the Unit Controller System,F
" Failure of K105 relay in Unit controller, which further triggered multiple relays for zero speed signal in SPMAX & Unit protection relays.",F
Generator Fault . Field network failure from Generator remote I/O,F
Generator Fault . SPMax Communication with Unit Controller fault.,F
DC Supply Fail . Shutdown for attending DC supply fault at GIS DCDB.,P
Operating Mechanism Faulty . Main Inlet valve did not open.,F
GT trip  due to VSI (voltage source inverter) Fault.,F
 Delay in synchronization due  to HP oil injection system fault.,F
 HP Oil Injection Combined Fault,F
GT trip  due to elecrical fault.,F
 Due to Oil Pressure too high at BFV,F
 Labyrinth CWS system MOV Stuck,F
 Turbine RTU IHR Controller Failure.,F
Generator Fault . Stator Differential Protection 87G Operated.,F
 Shaft seal cooling water flow too low.,F
GT trip . Voltage unbalance from Grid side.,F
GT trip . Voltage unbalance from Grid side.,F
 VSI Fault,F
Generator Fault . Unit-05 was manually tripped because of the rise in speed observed.,F
 Governor OPU Safety Solenoid Valve did not pick up.,F
 VSI crowbar fault.,F
Generator Fault VSI Crowbar Fault,F
Loss of evacuation path  due to outage of 765kV Meerut - Koteshwar Ckt-2 (The Ckt-1 already under outage for NHAI diversion works).,F
Loss of evacuation path  due to outage of 765kV Meerut - Koteshwar Ckt-2 (The Ckt-1 already under outage for NHAI diversion works).,F
Loss of evacuation path  due to outage of 765kV Meerut - Koteshwar Ckt-2 (The Ckt-1 already under outage for NHAI diversion works).,F
Loss of evacuation path  due to outage of 765kV Meerut - Koteshwar Ckt-2 (The Ckt-1 already under outage for NHAI diversion works).,F
Loss of evacuation path  due to outage of 765kV Meerut - Koteshwar Ckt-2 (The Ckt-1 already under outage for NHAI diversion works).,F
 Machine went into dead band due to higher head which requires further tunning of machine by the experts. ,F
"Distilled Water plant issue . In VSI system, DM water conductivity not achieved. ",F
 VSI Chopper temperature increased leading to tripping of Unit,F
 Absence of pump operation readiness condition (Internal logic for head condition),F
"Unit Speed was in dead band ,Unit tripped via QSD Unit Speed was in dead band ,Unit tripped via QSD",F
Turbine Problem . Fluctuation in shaft seal cooling water flow.,F
Oil Leakage  in De-sync servomotor line.,F
Due to machine operation in dead band range. Due to machine operation in dead band range.,F
" Due to Partial discharge in condition monitoring system (CMS), QSD was initiated ",F
 Due to stopping sequence test as a part of test at higher head.,F
 Due to stopping sequence test as a part of tests at higher head.,F
 Due to significant leakage from main firefighting header common for Tehri HPP and Tehri PSP GSU transformers.,F
 Due to significant leakage from main firefighting header common for Tehri HPP and Tehri PSP GSU transformers.,F
 Due to Dead Band test as part of tests at higher head,F
Fault in relay of VSI cooling skid. ,F
Turbine Problem . Rewatering valve was not opened during starting sequence.,F
"Generator Fault During routine inspection before unit operation, copper strips of flexible link to slip ring 
(Y-phase) were found loose.",P
 AC excitation system (VSI) detected voltage dip in the 400kV Grid voltage which led to unit tripping.,F
 AC excitation system (VSI) detected voltage dip in the 400kV Grid voltage which led to unit tripping.,F
" During the starting sequence in PU mode, machine got tripped on Quick shutdown due to Too Late To Execute (TLTE) of runner rewatering process.",P
Tripped due to malfunctioning of float valve level gauge of oil leakage tank of MIV/ Governing system.  ,F
Relay maloperation . Voltage measurement card in VSI detected wrong measurement due to this ESD occurred.,F
 Rectification work of M-8 stud of the Auxiliary Switch (R-Phase).,F
Generator Fault Crowbar fault,F
Generator Fault . Unit major fault because of IHR Controller failure. ,F
Relay maloperation . Voltage measurement card in VSI detected wrong measurement due to this ESD occurred.,F
 For analysis and rectification of non working SPmax-S channel,F
 VSI Communication failure,F
AC Supply Fail . U6 could not be started as per the schedule due to interruption in UPS supply (owing to some disturbance in external AC and DC supply system).,F
" Unit tripped due to malfunctioning of Pressure reducing valve (PRV), runner dewatering air injection valve did not operate fully.",F
 Fault detected by VSI system.,F
 Fault detected by VSI system,F
"Generator Fault . Due to two instances of ESD during a grid fault on 12.09.25, the OEM (GE) has recommended a thorough physical inspection of the generator.",P
 VSI Internal communication failure.,F
 QSD due to TLTE in transition from PC to PU mode.,F
 QSD occurred due to UGB cooling water flow very low.,F
 QSD occurred in starting sequence because of TLTE in slip ring cooling system.,F
 Emergency shut down occurred as machine entered into dead band region.,F
 VSI communication faliure,F
 Slip Ring cooling fault,F
" During the successive operation of Unit#5 & 6, the pressure in Dewatering Pressure Vessels of U#6 was below the minimum required pressure of 70bar which caused delay in starting of Unit#6.",F
Relay maloperation . GCBs 3 phase AC supply monitoring relay got stuck and failed to provide signal.,F
 Due to malfunction in the spool causing pressure fluctuations in the pressure release valve of dewatering & rewatering process.,F
Maloperation of Relay . DC HP injection main supply contactor coil was burnt and IPR stop relay also burnt.,F
"Maloperation of Relay . As the fire fighting system commissioning for U7 and U8 is going on , the signal of IVC TRF fire was generated due to common loop which caused the Unit-6 trip.",F
Generator Fault . Asymmetrical dip detected in 400kV voltage feedback by VSI controller.,F
Operating Mechanism Faulty . Major fault due to high oil level of pressure tank-1 (Governing air/oil tank).,F
 400kV voltage feedback not available in VSI system from GIS.,F
 OPU auto air injection was not working.,F
 Low Oil level in Lower Combined Bearing Oil bath detected.,F
PRV trip . Pressure dropped in PRV of rewatering circuit.,F
 Emergency shutdown occurred as machine entered into Dead band region.,P
Turbine Bearing Temperature High LCB (Lower Combined Bearing) pad temperature High,F
Turbine Problem . Labyrinth cooling MOV did not operate.,F
Generator Fault . ESD occurred because of unit major fault due to generator RTU IHR Controller absence status.,F
Generator Fault . Unit major fault due to generator RTU IHR Controller absence status.,F
 QSD occurred because of RDS Closing TLTE fault.,F
 Leakage in oil pipeline of desync servo motor observed before starting of unit.,F
 Leakage from flange observed in closed loop water cooling line before starting of unit.,F
 Coupling malfunction of Closed loop Cooling Water Pump#02,F
DC Supply Fail . BVC got closed due to fault in 220V BVC DCDB supply leading to Quick shutdown (QSD) of the machine.,P
DC Supply Fail . BVC got closed due to fault in 220V BVC DCDB supply leading to Quick shutdown (QSD) of the machine.,P
Generator Fault .  Asymmetrical dip detected in 400kV Voltage feedback by VSI Controller.,F
Over hauling plant s/d ,F
 Oil leakage in B-phase GT.,F
 DRUM LEAKAGE,F
 furnace pressure very low ,F
 ID fan tripped,F
Boiler tube leakage ,F
 MILL PROBLEM,F
Over hauling ,F
 Drum level low,F
 Re-heater PROTECTION ,F
 Re-heater protection trip.,F
 furness pressure  high,F
 tripped due to electrical protection (reserve shutdown from 20:47),P
Flame Failure ,F
Turbine Problem Electro hydraulic turbine control problem ,F
Hunting in control valve . HP IP CONTROL VALVE CLOSE.,F
Drum level low ,F
Turbine Problem turbine trip lever operated,F
Boiler Tube Leakage ( Initially out on Bus Bar protection operated 210 MW GT-3 Y-phase of CB not open due to CB lockout. ),F
Turbine Problem . Turbine governing system problem.,F
Generator Fault ,F
GT trip generator tripped class A protection ,F
Flame Failure flame failure,F
PA fan problem ,F
Drum level high ,F
Boiler Tube Leakage ,F
GT trip Due to elctrical protection ,F
Drum level low ,F
"Boiler Tube Leakage 220 KV GT-4 TRIPPED, Reason- B.T.L. AT22:33 Hr",F
Turbine Problem Turbine Protection operated,F
Turbine Problem . Turbine protection operated.,F
Boiler Tube Leakage ,F
Over hauling ,F
Boiler Tube Leakage ,F
Flame Failure ,F
Boiler Tube Leakage ,F
Generator Fault . Tripped due to generator protection. ,F
Drum level high ,F
Flame Failure ,F
Drum level low ,F
Turbine Problem ,F
Turbine Problem . Unit tripped due to turbine problem.,F
Drum level low ,F
ID Fan Problem unit #3 is tripped,F
Boiler Tube Leakage ,F
Bus Bar Protection Operated at at Unchahar..,F
Flame Failure ,F
Flame Failure ,F
ID Fan Problem . Both ID Fan tripped.,F
Flame Failure ,F
Flame Failure ,F
Reserve Shutdown ,P
PA fan problem loss of oil fuel ,F
Boiler Tube Leakage ,F
Boiler tube leakage ,F
 Due to issue in electrical pannel ,F
 drum level low ,F
Bus Bar Protection Operated . 210 MW GT-3 Y-phase of CB not open due to CB lockout.,F
AC Supply Fail . Unit tripped due to all BFP Trip.,F
AC Supply Fail Electrical Unit Bus 5CA short,F
Reserve Shutdown ,P
Reserve Shutdown 210 MW UNCHAHAR III TPS - UNIT 1,P
PA fan problem . Tripped due to PA Fan-B high vibrations.,F
"GT trip . Unit # 5 tripped due to relay 186A,186B & 286A, 286B operated.",F
Boiler Tube Leakage ,F
GT trip due to electrical fault.,F
Over hauling ,F
Boiler Tube Leakage ,F
Flame Failure ,F
Flame Failure ,F
Generator Fault 210 MW Unchahar III TPS - UNIT 1 tripped on Electrical fault class A,F
All Fuel Loss ,F
All Fuel Loss ,F
Boiler Tube Leakage ,F
Bus Bar Protection Operated at Unchahar. ,F
Flame Failure ,F
PA fan problem PA FAN-A TRIP,F
Turbine Problem . Turbine vibration high.,F
Flame Failure ,F
Boiler tube leakage ,F
 drum level low,F
 Electrical Fault,F
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
 HP Control Valve 1  Mismatch Problem,F
 ALL CW PUMP IS TRIP,F
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Boiler tube leakage ,F
Reserve Shutdown RESERVE SHUTDOWN,P
Flame Failure ,F
Over hauling ,F
Boiler Tube Leakage ,F
Turbine Problem . Unit-6 tripped due to Heater protection.,F
Boiler Tube Leakage ,F
Flame Failure ,F
Boiler Tube Leakage ,F
Generator Transformer protection operated ,F
Boiler Tube Leakage ,F
Ash Handling Problem ,F
Reserve Shutdown ,P
Drum level low UNIT 6 TRIP,F
 FLAIM FAILURE,F
 S/D facilitated to rectify the deteriorating condition of the turbine and other condenser tubes.,F
 generator protection,F
Reserve Shutdown ,P
 water valve tube failure,F
Boiler tube leakage ,F
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown RSD,P
 Electrical fault.,F
 ELECTRICAL FAULT (GCB OPEN),F
Boiler tube leakage ,F
Boiler tube leakage ,F
 Low vaccum (reserve shutdown from 20:47),P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown RESERVE SHUTDOWN,P
Reserve Shutdown RESERVE SHUTDOWN,P
Flame Failure ,F
Boiler Tube Leakage ,F
Flame Failure ,F
Flame Failure ,F
Over hauling  210 MW UNCHAHAR TPS - UNIT 1     (over hauling),F
Reserve Shutdown 220 Kv Unit-1 TRIPPED Reason R/D FOR UCR ,P
Reserve Shutdown 220 KV UNIT-2 TRIPPED Reason R/D FOR  UCR,P
Turbine Problem ,F
Reserve Shutdown  210 MW UNCHAHAR TPS - UNIT 1 ,P
Reserve Shutdown  210 MW UNCHAHAR TPS - UNIT 2,P
Over hauling Annual Maintenance,P
Over hauling ,F
Hydrogen leakage in Generator unit was under rsd but since 09:30hrs(14.12.2023) under outage due to Generator Hydrogen leakage,F
Boiler Tube Leakage ,F
Boiler Tube Leakage ,F
Generator Transformer protection operated ,F
AC Supply Fail . Unit-1 tripped due EMCC dead.,F
Boiler Tube Leakage ,F
Flame Failure ,F
Flame Failure flame failure,F
Boiler Tube Leakage 210 MW Unchahar TPS - UNIT 2Tripped at 20:29,F
Boiler Tube Leakage 210 MW Unchahar TPS - UNIT 2,F
Flame Failure 220 kv unit-1 tripped Reasn Flame Failure At-00:26 Hrs,F
ID Fan Problem ,F
 Boiler MCC Section-1 trip.,F
Flame Failure 210 MW UNIT-2 IS TRIPPED REASON FLAME FAILURE AT-20:14 HRS,F
Over hauling ,F
ID Fan Problem ,F
GT trip . Unit tripped due to low forward power relay operated.,F
Flame Failure ,F
Reserve Shutdown ,P
Over hauling ,F
Reserve Shutdown ,P
Reserve Shutdown ,P
 Annual Maintenance,P
 Annual Maintenance,P
 Capital Maintenance,P
 Captive Maintenance,P
 Forced back flushing for cleaning of large amount of Trash accumulated at intake,P
 Forced back flushing for cleaning of large amount of Trash accumulated at intake,P
 Forced back flushing for cleaning of large amount of Trash accumulated at intake,P
 Forced back flushing for cleaning of large amount of Trash accumulated at intake ,P
 Forced back flushing for cleaning of large amount of Trash accumulated at intake,P
 Forced back flushing for cleaning of large amount of Trash accumulated at intake,P
 Forced back flushing for cleaning of large amount of Trash accumulated at intake,P
 Forced back flushing for cleaning of large amount of Trash accumulated at intake,P
 Forced back flushing for cleaning of large amount of trash accumulated at Intake.,P
 Forced back flushing for cleaning of large amount of trash accumulated at Intake.,P
